Unnamed: 0,ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,total_spent,total_purchases,ROI,Total_Conversions,Conversion_Rate,CPA,Total_Leads,Max_Leads_Source,Total_Purchases,Total_Spent
246,2176,1972,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,1690,14,266.66666666666663,3,1.0,1.0,14,NumStorePurchases,14,1690
247,9265,1953,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1390,19,266.66666666666663,0,0.0,0.0,19,NumWebPurchases,19,1390
248,8867,1988,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,2126,19,266.66666666666663,0,0.0,0.0,19,NumCatalogPurchases,19,2126
249,8932,1969,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1531,21,266.66666666666663,0,0.0,0.0,21,NumWebPurchases,21,1531
250,10236,1975,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,64,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,64
251,6340,1985,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,26,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,26
252,10089,1974,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1112,28,266.66666666666663,4,1.0,0.75,28,NumStorePurchases,28,1112
253,2227,1958,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,210,9,266.66666666666663,0,0.0,0.0,9,NumStorePurchases,9,210
254,10992,1967,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1148,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,1148
255,5304,1974,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,33,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,33
256,309,1961,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,1101,16,266.66666666666663,1,1.0,3.0,16,NumWebPurchases,16,1101
257,3406,1964,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,322,12,266.66666666666663,0,0.0,0.0,12,NumStorePurchases,12,322
258,2661,1964,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,44,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,44
259,3153,1957,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,17,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,17
260,10264,1979,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,31,4,266.66666666666663,1,1.0,3.0,4,NumStorePurchases,4,31
261,1184,1968,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,845,22,266.66666666666663,0,0.0,0.0,22,NumWebPurchases,22,845
262,4200,1970,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,275,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,275
263,9396,1978,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,25,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,25
264,2387,1952,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,275,11,266.66666666666663,0,0.0,0.0,11,NumWebPurchases,11,275
265,6690,1966,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,90,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,90
266,1225,1963,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1495,18,266.66666666666663,1,1.0,3.0,18,NumStorePurchases,18,1495
267,9703,1970,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,False,True,False,False,False,False,184,7,266.66666666666663,1,1.0,3.0,7,NumWebPurchases,7,184
268,291,1970,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,981,12,266.66666666666663,0,0.0,0.0,12,NumStorePurchases,12,981
269,4557,1970,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,67,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,67
270,2379,1953,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,1635,12,266.66666666666663,0,0.0,0.0,12,NumStorePurchases,12,1635
271,5726,1983,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,60,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,60
272,3066,1975,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,231,10,266.66666666666663,0,0.0,0.0,10,NumWebPurchases,10,231
273,6336,1960,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,48,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,48
274,10967,1963,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,99,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,99
275,2304,1963,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,770,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,770
276,3445,1956,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,957,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,957
277,7828,1981,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,818,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,818
278,3762,1986,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,False,False,False,False,True,False,False,False,False,True,False,False,False,925,16,266.66666666666663,1,1.0,3.0,16,NumStorePurchases,16,925
279,4391,1968,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,908,21,266.66666666666663,0,0.0,0.0,21,NumWebPurchases,21,908
280,4669,1981,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,False,True,False,False,False,False,False,False,True,False,False,False,False,102,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,102
281,10144,1976,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,576,14,266.66666666666663,0,0.0,0.0,14,NumWebPurchases,14,576
282,8652,1946,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,317,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,317
283,1672,1974,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,461,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,461
284,8962,1975,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,37,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,37
285,9974,1974,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,70,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,70
286,10983,1952,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,930,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,930
287,8148,1956,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,859,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,859
288,10102,1966,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,1478,21,266.66666666666663,0,0.0,0.0,21,NumCatalogPurchases,21,1478
289,4697,1949,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,390,13,266.66666666666663,0,0.0,0.0,13,NumWebPurchases,13,390
290,9262,1984,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,52,4,266.66666666666663,1,1.0,3.0,4,NumStorePurchases,4,52
291,7254,1969,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,137,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,137
292,4543,1980,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1919,18,266.66666666666663,1,1.0,3.0,18,NumStorePurchases,18,1919
293,4927,1971,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,68,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,68
294,10451,1965,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,25,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,25
295,2926,1952,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1374,20,266.66666666666663,2,1.0,1.5,20,NumStorePurchases,20,1374
296,2874,1988,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,True,False,False,False,False,False,32,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,32
297,9738,1986,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,100,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,100
298,7119,1982,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,825,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,825
299,3924,1965,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,916,23,266.66666666666663,1,1.0,3.0,23,NumStorePurchases,23,916
300,5827,1958,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,62,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,62
301,5596,1956,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,728,20,266.66666666666663,0,0.0,0.0,20,NumWebPurchases,20,728
302,10812,1978,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,90,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,90
303,1717,1988,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,273,10,266.66666666666663,0,0.0,0.0,10,NumWebPurchases,10,273
304,9491,1984,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,66,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,66
305,9274,1961,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1213,22,266.66666666666663,1,1.0,3.0,22,NumStorePurchases,22,1213
306,6609,1966,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,False,False,True,False,107,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,107
307,6963,1947,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,1157,17,266.66666666666663,1,1.0,3.0,17,NumStorePurchases,17,1157
308,4440,1964,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,546,17,266.66666666666663,1,1.0,3.0,17,NumWebPurchases,17,546
309,1379,1992,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,241,10,266.66666666666663,0,0.0,0.0,10,NumWebPurchases,10,241
310,10032,1976,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,53,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,53
311,2826,1967,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,37,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,37
312,2437,1989,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1611,23,266.66666666666663,2,1.0,1.5,23,NumStorePurchases,23,1611
313,6320,1976,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,1508,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,1508
314,3050,1966,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,235,10,266.66666666666663,0,0.0,0.0,10,NumStorePurchases,10,235
315,231,1956,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,32,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,32
316,2392,1972,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,102,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,102
317,9478,1985,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,401,13,266.66666666666663,0,0.0,0.0,13,NumStorePurchases,13,401
318,113,1951,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,28,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,28
319,2863,1970,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,1052,15,266.66666666666663,2,1.0,1.5,15,NumStorePurchases,15,1052
320,1802,1971,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,680,18,266.66666666666663,0,0.0,0.0,18,NumStorePurchases,18,680
321,520,1974,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,30,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,30
322,8275,1965,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,20,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,20
323,9750,1961,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,1307,18,266.66666666666663,0,0.0,0.0,18,NumWebPurchases,18,1307
324,2607,1953,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,630,18,266.66666666666663,0,0.0,0.0,18,NumWebPurchases,18,630
325,7214,1957,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1283,17,266.66666666666663,0,0.0,0.0,17,NumCatalogPurchases,17,1283
326,5835,1976,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,65,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,65
327,3896,1984,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,37,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,37
328,10350,1950,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,38,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,38
329,7786,1986,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,160,8,266.66666666666663,0,0.0,0.0,8,NumStorePurchases,8,160
330,2861,1983,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,23,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,23
331,663,1989,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,71,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,71
332,10675,1956,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,False,True,False,False,False,False,1161,17,266.66666666666663,0,0.0,0.0,17,NumWebPurchases,17,1161
333,2521,1971,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,True,False,False,False,False,59,4,266.66666666666663,1,1.0,3.0,4,NumStorePurchases,4,59
334,9592,1983,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,33,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,33
335,10151,1960,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,946,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,946
336,7381,1968,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1442,21,266.66666666666663,3,1.0,1.0,21,NumWebPurchases,21,1442
337,4099,1972,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,62,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,62
338,9560,1965,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,False,True,False,False,1674,21,266.66666666666663,1,1.0,3.0,21,NumStorePurchases,21,1674
339,1150,1899,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,1853,14,266.66666666666663,1,1.0,3.0,14,NumCatalogPurchases,14,1853
340,10172,1988,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,1538,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,1538
341,11191,1986,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,139,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,139
342,9707,1969,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1182,17,266.66666666666663,2,1.0,1.5,17,NumStorePurchases,17,1182
343,6245,1950,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,507,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,507
344,8234,1973,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,False,True,False,False,False,False,False,False,False,False,True,False,False,18,3,266.66666666666663,1,1.0,3.0,3,NumStorePurchases,3,18
345,1411,1952,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,940,15,266.66666666666663,0,0.0,0.0,15,NumCatalogPurchases,15,940
346,8553,1965,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,42,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,42
347,1826,1970,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1190,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,1190
348,8842,1971,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,44,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,44
349,11030,1976,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,16,3,266.66666666666663,1,1.0,3.0,3,NumStorePurchases,3,16
